Job Title,Company,Location,Experience Level,Salary,Industry,Required Skills
Computer games developer,"Humphrey, Knight and Smith",Toronto,Entry Level,138000.0,Healthcare,Medical Research
Hospital doctor,"Baker, Barker and Murray",Bangalore,Mid Level,105000.0,Manufacturing,"Quality Control, Production Planning, Supply Chain"
Public affairs consultant,"Ramos, Miller and Williams",New York,Mid Level,59000.0,Software,"C++, Machine Learning"
Learning disability nurse,Alvarez-Skinner,Toronto,Senior Level,142000.0,Retail,Sales
Environmental education officer,"Phillips, Hardin and Smith",Berlin,Entry Level,144000.0,Healthcare,"Nursing, Pharmaceuticals"
Copy,Washington-Guzman,Sydney,Entry Level,79000.0,Manufacturing,Production Planning
Catering manager,"Watson, Rowe and Terrell",Sydney,Senior Level,132000.0,Software,React
Medical physicist,Ross-Valencia,New York,Senior Level,49000.0,Retail,"Sales, Merchandising"
"Engineer, electrical",Mcgee PLC,London,Senior Level,84000.0,Finance,"SQL, Financial Modeling, Python, Risk Analysis"
Systems developer,"Jensen, Jackson and Reed",Berlin,Senior Level,77000.0,Software,"Python, Java, Machine Learning"
"Surveyor, commercial/residential",Kemp Ltd,Bangalore,Mid Level,90000.0,Manufacturing,Supply Chain
"Psychologist, clinical","Bennett, Lopez and Nash",Toronto,Entry Level,144000.0,Healthcare,Medical Research
Publishing copy,Spencer-Kelly,Toronto,Entry Level,68000.0,Finance,"Python, Financial Modeling"
Dance movement psychotherapist,"Farrell, Torres and Jenkins",Sydney,Mid Level,68000.0,Marketing,"Social Media, Content Writing, SEO, Market Research"
"Programmer, applications",Carson-Boyd,Bangalore,Senior Level,93000.0,Manufacturing,"Supply Chain, Quality Control, Production Planning"
Maintenance engineer,Le-Jimenez,London,Entry Level,59000.0,Retail,"Merchandising, Sales, Customer Service"
Historic buildings inspector/conservation officer,Molina-Green,Toronto,Senior Level,46000.0,Retail,"Sales, Customer Service, Merchandising"
Immunologist,Burke-Kennedy,Berlin,Senior Level,89000.0,Manufacturing,"Quality Control, Supply Chain"
Fitness centre manager,"Berry, Phillips and Harper",Bangalore,Entry Level,131000.0,Software,"C++, SQL, Java, Python"
Clinical molecular geneticist,"Patterson, Navarro and Mendoza",London,Senior Level,50000.0,Education,"Curriculum Design, Teaching"
Mudlogger,"Johnson, Brennan and Tyler",London,Senior Level,71000.0,Finance,"SQL, Excel"
Heritage manager,Underwood Ltd,Sydney,Entry Level,52000.0,Marketing,"SEO, Google Ads, Social Media, Market Research"
Armed forces operational officer,"Schroeder, Vega and Day",Sydney,Entry Level,119000.0,Marketing,"Content Writing, SEO, Market Research"
Public relations account executive,Franco-Gill,Sydney,Mid Level,48000.0,Software,"SQL, AWS, Java"
Personnel officer,Porter-Bass,New York,Senior Level,56000.0,Finance,"Risk Analysis, Financial Modeling, Python, SQL"
"Copywriter, advertising",Johnson-Green,Berlin,Mid Level,94000.0,Software,"AWS, Python, SQL"
Theme park manager,Kramer and Sons,New York,Senior Level,42000.0,Finance,Python
"Scientist, physiological",Reilly Ltd,Bangalore,Mid Level,119000.0,Healthcare,"Nursing, Medical Research"
Water quality scientist,Hunt-Roberts,London,Entry Level,128000.0,Finance,Excel
Diagnostic radiographer,Hernandez Group,Berlin,Senior Level,88000.0,Software,"AWS, Python, Java, SQL"
Paediatric nurse,"Rodriguez, Taylor and Lopez",Sydney,Entry Level,125000.0,Healthcare,"Patient Care, Pharmaceuticals"
Systems analyst,"Zimmerman, Weaver and Jones",Toronto,Entry Level,89000.0,Software,Python
Politician's assistant,Diaz-King,Sydney,Senior Level,132000.0,Education,"EdTech, Curriculum Design, Teaching, Research"
Publishing copy,Armstrong-Riley,San Francisco,Mid Level,141000.0,Finance,"Python, Risk Analysis"
Farm manager,Trevino Group,Toronto,Senior Level,63000.0,Marketing,"Content Writing, Social Media"
Gaffer,Owens PLC,Sydney,Mid Level,79000.0,Marketing,SEO
Media buyer,Daniels and Sons,San Francisco,Entry Level,104000.0,Finance,"Python, Financial Modeling, Risk Analysis, SQL"
Systems analyst,Ruiz-Escobar,Bangalore,Mid Level,47000.0,Healthcare,"Nursing, Medical Research, Pharmaceuticals, Patient Care"
Furniture designer,"Foley, Jackson and Wilson",London,Entry Level,99000.0,Finance,Financial Modeling
"Designer, jewellery",Davis-Kelly,New York,Entry Level,107000.0,Education,"Curriculum Design, EdTech, Teaching, Research"
Paramedic,Richard PLC,Sydney,Entry Level,75000.0,Finance,Financial Modeling
"Runner, broadcasting/film/video","Butler, Ellis and Newman",San Francisco,Senior Level,99000.0,Software,"C++, React, SQL, Python"
Local government officer,"Hines, Jones and Daniel",Berlin,Senior Level,143000.0,Education,"EdTech, Teaching, Curriculum Design, Research"
Financial trader,Wells-Jacobs,Toronto,Senior Level,99000.0,Education,"Teaching, Research, EdTech"
Hydrogeologist,Kelley Group,London,Mid Level,94000.0,Software,"Python, React, C++, AWS"
Conference centre manager,Williams Ltd,Bangalore,Senior Level,126000.0,Software,"Java, Python, Machine Learning"
Telecommunications researcher,Miller and Sons,London,Senior Level,49000.0,Manufacturing,Production Planning
Production manager,Crane-Rose,Bangalore,Mid Level,119000.0,Healthcare,"Nursing, Patient Care, Medical Research"
Speech and language therapist,"Kirby, Bartlett and Stevens",Bangalore,Mid Level,121000.0,Marketing,"SEO, Content Writing"
Passenger transport manager,Smith Group,Berlin,Entry Level,142000.0,Marketing,"Google Ads, SEO, Social Media"
Toxicologist,Collier-Reed,San Francisco,Mid Level,73000.0,Education,Curriculum Design
Community pharmacist,Miller-Gonzalez,London,Entry Level,51000.0,Marketing,"Market Research, Google Ads, Social Media, SEO"
Medical laboratory scientific officer,"Santiago, Weaver and Anthony",San Francisco,Senior Level,104000.0,Education,"Curriculum Design, EdTech"
Ranger/warden,Simon Group,Toronto,Senior Level,76000.0,Marketing,"Social Media, Market Research"
Energy manager,Chapman Group,Berlin,Senior Level,120000.0,Education,"Research, EdTech, Curriculum Design, Teaching"
Local government officer,"Curtis, Rodriguez and Fischer",Bangalore,Mid Level,71000.0,Finance,"Excel, Financial Modeling, SQL, Python"
Secondary school teacher,Brown-Moon,Sydney,Entry Level,122000.0,Retail,"Merchandising, Sales, Customer Service"
"Engineer, manufacturing systems",Gillespie LLC,Sydney,Mid Level,122000.0,Marketing,"Social Media, Google Ads, Content Writing"
Music therapist,Douglas-Little,Bangalore,Senior Level,48000.0,Retail,Customer Service
Civil Service fast streamer,White-Robertson,Sydney,Entry Level,136000.0,Software,"SQL, Python"
"Research officer, government","Sanders, Lewis and Beasley",Berlin,Entry Level,61000.0,Finance,"Risk Analysis, Financial Modeling, Excel, SQL"
Educational psychologist,"Terry, Duncan and Ramos",Bangalore,Senior Level,109000.0,Software,C++
Building surveyor,Wilson-Bowman,New York,Mid Level,124000.0,Manufacturing,"Quality Control, Supply Chain"
"Engineer, electronics",Rangel-Richardson,Berlin,Mid Level,146000.0,Education,"Curriculum Design, EdTech, Research"
Chartered legal executive (England and Wales),Perkins and Sons,Sydney,Senior Level,48000.0,Marketing,"Google Ads, Social Media"
Agricultural consultant,Hubbard LLC,Bangalore,Senior Level,109000.0,Manufacturing,"Supply Chain, Production Planning"
"Programme researcher, broadcasting/film/video",Thompson-Smith,London,Senior Level,123000.0,Retail,"Customer Service, Merchandising, Sales"
"Accountant, chartered",Brown LLC,Berlin,Entry Level,100000.0,Finance,"Risk Analysis, Excel, Financial Modeling, Python"
Barrister's clerk,Hall and Sons,San Francisco,Mid Level,147000.0,Software,"Python, SQL, Machine Learning, Java"
Speech and language therapist,Whitney LLC,New York,Senior Level,126000.0,Retail,"Sales, Merchandising, Customer Service"
Trading standards officer,Austin-Valdez,New York,Entry Level,53000.0,Retail,"Customer Service, Merchandising"
"Scientist, marine",Davenport-Medina,San Francisco,Entry Level,95000.0,Retail,"Customer Service, Sales, Merchandising"
Insurance broker,Schaefer LLC,Bangalore,Senior Level,131000.0,Software,"Machine Learning, Java"
Materials engineer,"Cruz, Gross and York",London,Mid Level,147000.0,Software,"Java, AWS"
Set designer,"Bennett, Kidd and Jackson",New York,Mid Level,68000.0,Finance,"Risk Analysis, Financial Modeling, Python, SQL"
"Horticulturist, amenity",Thomas-Fox,New York,Mid Level,72000.0,Education,"Research, Curriculum Design"
Sports administrator,Moran-Gardner,London,Entry Level,95000.0,Healthcare,"Medical Research, Pharmaceuticals, Patient Care, Nursing"
"Pharmacist, hospital","Hunt, Stevens and Powell",Berlin,Entry Level,72000.0,Manufacturing,"Supply Chain, Quality Control"
Drilling engineer,Ford Group,London,Senior Level,145000.0,Software,Machine Learning
"Engineer, manufacturing systems","Grant, Wood and May",Bangalore,Mid Level,101000.0,Manufacturing,"Production Planning, Supply Chain, Quality Control"
"Accountant, chartered management","Tate, Bradley and Ortiz",Sydney,Entry Level,116000.0,Software,"Python, Machine Learning"
"Copywriter, advertising",Garcia Group,San Francisco,Senior Level,48000.0,Finance,"Python, SQL, Financial Modeling, Risk Analysis"
"Sales professional, IT",Harris Ltd,Toronto,Mid Level,146000.0,Finance,"SQL, Python, Financial Modeling"
Chartered legal executive (England and Wales),"Nguyen, Stein and Sanchez",Sydney,Senior Level,87000.0,Manufacturing,Production Planning
Illustrator,"Miller, Bass and Haas",New York,Senior Level,62000.0,Manufacturing,Quality Control
"Geneticist, molecular",Fletcher-Burke,Sydney,Senior Level,106000.0,Healthcare,"Pharmaceuticals, Patient Care, Nursing, Medical Research"
Secretary/administrator,Chavez-Smith,Toronto,Entry Level,67000.0,Finance,"Financial Modeling, Excel, SQL"
Armed forces logistics/support/administrative officer,Ferguson-Livingston,Sydney,Senior Level,127000.0,Education,"Research, Teaching"
"Librarian, academic",Jones-Boyd,New York,Entry Level,100000.0,Manufacturing,"Supply Chain, Quality Control, Production Planning"
Educational psychologist,Cardenas-Gill,New York,Senior Level,74000.0,Manufacturing,"Quality Control, Supply Chain, Production Planning"
"Horticulturist, amenity","Thomas, Harris and Davidson",New York,Entry Level,94000.0,Education,"EdTech, Research"
Wellsite geologist,Daniel LLC,Berlin,Senior Level,54000.0,Retail,"Sales, Merchandising, Customer Service"
Biomedical engineer,Silva PLC,Bangalore,Mid Level,93000.0,Finance,"Python, SQL"
"Doctor, hospital",Campos-Snyder,Berlin,Mid Level,139000.0,Software,"Machine Learning, React, Java"
Product manager,"Molina, Arnold and Nelson",San Francisco,Entry Level,82000.0,Healthcare,"Pharmaceuticals, Medical Research, Nursing"
Fine artist,Thompson-Boyd,New York,Senior Level,118000.0,Finance,"Excel, Financial Modeling, Python"
Herbalist,"Jones, Scott and Allen",New York,Senior Level,94000.0,Software,"Python, React"
Quality manager,"Sanders, Hubbard and Cox",San Francisco,Mid Level,108000.0,Healthcare,"Nursing, Medical Research, Patient Care"
Lobbyist,"Odonnell, Hernandez and Perry",New York,Entry Level,57000.0,Software,"Java, Machine Learning, SQL, C++"
Learning disability nurse,"Miller, Walker and Anderson",San Francisco,Entry Level,59000.0,Marketing,Content Writing
Advice worker,"Ortega, Richards and Gonzales",San Francisco,Mid Level,105000.0,Healthcare,"Pharmaceuticals, Nursing"
Newspaper journalist,Little-Spears,New York,Entry Level,144000.0,Healthcare,"Pharmaceuticals, Medical Research, Nursing, Patient Care"
Advertising account executive,Obrien and Sons,San Francisco,Senior Level,89000.0,Software,"Python, C++"
Petroleum engineer,Strong-Mayo,New York,Entry Level,51000.0,Education,"Research, Teaching"
Print production planner,"Le, Frederick and Holmes",Sydney,Mid Level,101000.0,Software,C++
"Therapist, sports",Blake Inc,Sydney,Entry Level,113000.0,Finance,"Financial Modeling, Python, Excel, Risk Analysis"
Television floor manager,Smith Inc,Berlin,Entry Level,84000.0,Retail,"Customer Service, Sales, Merchandising"
"Conservator, museum/gallery",Ortiz-Stein,London,Senior Level,57000.0,Retail,"Merchandising, Customer Service"
Clinical molecular geneticist,Peterson-Horn,Berlin,Entry Level,45000.0,Software,"Machine Learning, Java, AWS"
Newspaper journalist,Barber-Mccarty,London,Entry Level,141000.0,Finance,"Financial Modeling, Python"
"Secretary, company","Christensen, Patterson and Navarro",New York,Entry Level,77000.0,Manufacturing,Production Planning
"Education officer, environmental",Nguyen Group,San Francisco,Senior Level,48000.0,Education,"Curriculum Design, EdTech, Research, Teaching"
Solicitor,Blake-Perez,Bangalore,Senior Level,139000.0,Marketing,"Market Research, SEO, Google Ads, Social Media"
Operational researcher,Ellis-Garcia,San Francisco,Mid Level,70000.0,Marketing,"Content Writing, Social Media, Google Ads"
"Engineer, water","Miller, Moses and Knapp",London,Mid Level,59000.0,Finance,"Financial Modeling, Excel"
Chief Marketing Officer,Weaver-Sanders,London,Entry Level,131000.0,Retail,"Merchandising, Customer Service"
"Librarian, academic",Moore Inc,London,Senior Level,94000.0,Manufacturing,"Production Planning, Supply Chain"
Investment analyst,"Olsen, Garcia and Weaver",London,Entry Level,121000.0,Software,"SQL, AWS, C++, React"
Chiropodist,Holder and Sons,Toronto,Entry Level,85000.0,Healthcare,"Patient Care, Pharmaceuticals, Medical Research, Nursing"
Oncologist,Wheeler Group,London,Mid Level,105000.0,Healthcare,"Nursing, Medical Research, Patient Care, Pharmaceuticals"
"Surveyor, building control",Ford Ltd,New York,Senior Level,86000.0,Manufacturing,"Production Planning, Quality Control"
Travel agency manager,Thomas-Carter,Sydney,Senior Level,68000.0,Healthcare,"Patient Care, Pharmaceuticals, Medical Research"
Pensions consultant,"Cooper, Navarro and Morgan",New York,Mid Level,136000.0,Marketing,"Content Writing, Google Ads"
Soil scientist,Barrett Inc,Sydney,Senior Level,148000.0,Education,"EdTech, Research"
"Engineer, petroleum","Reyes, Lawson and Lopez",New York,Mid Level,124000.0,Manufacturing,"Production Planning, Supply Chain, Quality Control"
Technical brewer,Ruiz-Nash,Bangalore,Entry Level,113000.0,Finance,Excel
Farm manager,James-Ramirez,London,Mid Level,101000.0,Healthcare,Patient Care
Merchant navy officer,Sweeney LLC,Bangalore,Senior Level,78000.0,Software,"C++, AWS, SQL"
"Surveyor, minerals",Hawkins PLC,Bangalore,Entry Level,113000.0,Marketing,"Google Ads, Social Media, Market Research, SEO"
Rural practice surveyor,Reyes and Sons,Sydney,Senior Level,127000.0,Education,"EdTech, Curriculum Design, Teaching"
Magazine journalist,Russell-Watson,San Francisco,Mid Level,125000.0,Manufacturing,"Supply Chain, Quality Control, Production Planning"
Estate manager/land agent,Hudson Ltd,London,Entry Level,111000.0,Finance,"Python, Excel, Risk Analysis"
Health visitor,Griffith-Browning,Berlin,Senior Level,102000.0,Education,Research
Ophthalmologist,"Owens, Knight and White",Berlin,Entry Level,51000.0,Healthcare,Pharmaceuticals
"Horticulturist, commercial",Morrison-Shaw,New York,Entry Level,139000.0,Software,"AWS, Python, Java"
"Geneticist, molecular",Morris Inc,Bangalore,Senior Level,85000.0,Finance,"Risk Analysis, SQL, Excel, Python"
"Doctor, general practice",Hall Inc,Toronto,Senior Level,75000.0,Finance,"Financial Modeling, Risk Analysis, SQL, Excel"
Arts administrator,"Roberts, Powell and Hull",San Francisco,Mid Level,81000.0,Finance,SQL
Agricultural engineer,"Strong, Fletcher and Gillespie",Toronto,Senior Level,138000.0,Manufacturing,Supply Chain
"Teacher, English as a foreign language","Murillo, Jimenez and Hamilton",Sydney,Mid Level,58000.0,Finance,"Risk Analysis, Excel"
Commercial horticulturist,Holland and Sons,Sydney,Entry Level,96000.0,Education,"Research, Teaching"
Diagnostic radiographer,Jones-Bentley,Bangalore,Entry Level,80000.0,Healthcare,"Nursing, Medical Research, Pharmaceuticals, Patient Care"
"Engineer, technical sales",Kelly-Chan,San Francisco,Senior Level,86000.0,Education,"EdTech, Research, Teaching"
"Therapist, occupational","Woodard, Weiss and Orozco",New York,Mid Level,57000.0,Manufacturing,"Supply Chain, Quality Control, Production Planning"
Insurance risk surveyor,Larson Inc,London,Senior Level,55000.0,Healthcare,"Patient Care, Medical Research, Pharmaceuticals, Nursing"
Structural engineer,"Mcdonald, Zimmerman and Allen",San Francisco,Mid Level,92000.0,Education,"EdTech, Teaching"
Charity officer,Lopez-Curtis,Toronto,Entry Level,64000.0,Software,"Java, React"
"Lighting technician, broadcasting/film/video",Costa-Juarez,Berlin,Entry Level,147000.0,Marketing,Market Research
Herpetologist,Todd Group,Toronto,Entry Level,123000.0,Retail,"Sales, Customer Service, Merchandising"
"Administrator, arts","Garcia, Gibson and Gibson",Sydney,Senior Level,77000.0,Software,"Python, SQL"
Systems developer,Hensley-Dawson,Bangalore,Senior Level,68000.0,Healthcare,"Nursing, Pharmaceuticals, Medical Research, Patient Care"
